nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0002267,CONSUNTIVO,ODP19-04024,Fresatura,A30,RIS5,1.25,3.00
ART0002897,CONSUNTIVO,ODP19-03602,Fresatura,A30,RIS14,6.00,2.00
ART0003940,CONSUNTIVO,ODP19-04325,Tornitura,A20,RIS1,2.00,0.00
ART0002010,CONSUNTIVO,ODP19-04024,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002267,CONSUNTIVO,ODP19-04024,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002141,CONSUNTIVO,ODP19-03602,Tornitura,A20,RIS2,1.25,2.00
ART0002141,CONSUNTIVO,ODP19-03602,Tornitura,A20,RIS2,1.50,0.00
ART0003982,CONSUNTIVO,ODP19-04857,Tornitura,A20,RIS2,1.00,2.00
ART0001636,CONSUNTIVO,ODP19-04786,Tornitura,A20,RIS13,0.33,4.00
ART0001636,CONSUNTIVO,ODP19-04786,Controllo qualità,CQ,RIS16,0.00,4.00
ART0003989,CONSUNTIVO,ODP19-04857,Tornitura,A20,RIS2,2.75,2.00
ART0004711,CONSUNTIVO,ODP19-03299,Fresatura,A30,RIS5,6.25,0.00
ART0004711,CONSUNTIVO,ODP19-03299,Fresatura,A30,RIS5,0.25,8.00
ART0002141,CONSUNTIVO,ODP19-03602,Fresatura,A30,RIS5,2.00,2.00
ART0005136,CONSUNTIVO,ODP19-05300,Tornitura,A20,RIS1,0.50,4.00
ART0002897,CONSUNTIVO,ODP19-03602,Montaggio,A40,RIS2,0.50,2.00
ART0005136,CONSUNTIVO,ODP19-05300,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001868,CONSUNTIVO,ODP19-04239,Controllo qualità,CQ,RIS16,0.00,36.00
ART0002141,CONSUNTIVO,ODP19-03602,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004711,CONSUNTIVO,ODP19-03299,Controllo qualità,CQ,RIS16,0.00,8.00
ART0002897,CONSUNTIVO,ODP19-03602,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004671,CONSUNTIVO,ODP19-04541,Fresatura,A30,RIS5,2.25,5.00
ART0003195,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.00,0.00
ART0002739,CONSUNTIVO,ODP19-04052,Tornitura,A20,RIS2,3.00,8.00
ART0000116,CONSUNTIVO,ODP19-03352,Controllo qualità,CQ,RIS16,0.00,3.00
ART0005136,CONSUNTIVO,ODP19-05438,Tornitura,A20,RIS1,2.00,1.00
ART0005136,CONSUNTIVO,ODP19-05438,Controllo qualità,CQ,RIS16,0.00,1.00
ART0003195,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.50,6.00
ART0002739,CONSUNTIVO,ODP19-04052,Fresatura,A30,RIS5,1.75,10.00
ART0003195,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,6.00
ART0003982,CONSUNTIVO,ODP19-04857,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003989,CONSUNTIVO,ODP19-04857,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000312,CONSUNTIVO,ODP19-03999,Controllo qualità,CQ,RIS16,0.00,16.00
ART0000313,CONSUNTIVO,ODP19-04860,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002455,CONSUNTIVO,ODP19-04861,Tornitura,A20,RIS2,2.25,1.00
ART0002793,CONSUNTIVO,ODP19-05304,Fresatura,A30,RIS5,2.25,0.00
ART0002455,CONSUNTIVO,ODP19-04861,Tornitura,A20,RIS2,2.00,0.00
ART0002990,CONSUNTIVO,ODP19-04861,Tornitura,A20,RIS1,2.50,2.00
ART0002455,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.25,1.00
ART0002793,CONSUNTIVO,ODP19-05304,Fresatura,A30,RIS5,7.50,50.00
ART0001493,CONSUNTIVO,ODP19-04861,Tornitura,A20,RIS2,1.00,0.00
ART0001935,CONSUNTIVO,ODP19-05236,Tornitura,A20,RIS1,5.00,2.00
ART0004084,CONSUNTIVO,ODP19-05065,Montaggio,A40,RIS13,1.50,1.00
ART0004084,CONSUNTIVO,ODP19-05065,Controllo qualità,CQ,RIS16,0.00,1.00
ART0003940,CONSUNTIVO,ODP19-04325,Saldatura,A11,RIS3,1.75,2.00
ART0000748,CONSUNTIVO,ODP19-04239,Montaggio,A40,RIS13,11.00,50.00
ART0000748,CONSUNTIVO,ODP19-04239,Controllo qualità,CQ,RIS16,0.00,50.00
ART0003782,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS2,1.00,4.00
ART0002238,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.75,0.00
ART0001493,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,3.00
ART0003189,CONSUNTIVO,ODP19-04859,Verniciatura (interna 4M),A35,RIS12,0.50,6.00
ART0003189,CONSUNTIVO,ODP19-04859,Controllo qualità,CQ,RIS16,0.00,6.00
ART0004671,CONSUNTIVO,ODP19-04541,Controllo qualità,CQ,RIS16,0.00,5.00
ART0002238,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.75,7.00
ART0003780,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS2,2.75,26.00
ART0001575,CONSUNTIVO,ODP19-05542,Tornitura,A20,RIS14,0.50,21.00
ART0003785,CONSUNTIVO,ODP19-04233,Tornitura,A20,RIS2,0.75,0.00
ART0001770,CONSUNTIVO,ODP19-03616,Tornitura,A20,RIS6,6.00,0.00
ART0001770,CONSUNTIVO,ODP19-03616,Tornitura,A20,RIS6,1.50,16.00
ART0001575,CONSUNTIVO,ODP19-05542,Controllo qualità,CQ,RIS16,0.00,21.00
ART0003782,CONSUNTIVO,ODP19-04231,Fresatura,A30,RIS5,0.50,4.00
ART0003780,CONSUNTIVO,ODP19-04231,Fresatura,A30,RIS5,1.25,26.00
ART0003785,CONSUNTIVO,ODP19-04233,Tornitura,A20,RIS2,4.25,54.00
ART0002238,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,7.00
ART0003780,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,26.00
ART0003785,CONSUNTIVO,ODP19-04233,Fresatura,A30,RIS5,3.00,54.00
ART0003782,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,4.00
ART0005136,CONSUNTIVO,ODP19-05638,Tornitura,A20,RIS2,0.25,5.00
ART0005136,CONSUNTIVO,ODP19-05638,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001770,CONSUNTIVO,ODP19-03616,Fresatura,A30,RIS5,4.50,16.00
ART0003785,CONSUNTIVO,ODP19-04233,Controllo qualità,CQ,RIS16,0.00,54.00
ART0001770,CONSUNTIVO,ODP19-03616,Controllo qualità,CQ,RIS16,0.00,16.00
ART0005136,CONSUNTIVO,ODP19-05698,Piegatura,A12,RIS3,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-05698,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-05698,Piegatura,A12,RIS3,0.50,1.00
ART0005136,CONSUNTIVO,ODP19-05698,Controllo qualità,CQ,RIS16,0.00,1.00
ART0003940,CONSUNTIVO,ODP19-04325,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-05638,Tornitura,A20,RIS2,0.50,2.00
ART0000119,CONSUNTIVO,ODP19-04430,Fresatura,A30,RIS5,7.00,5.00
ART0001100,CONSUNTIVO,ODP19-05227,Tornitura,A20,RIS6,2.50,4.00
ART0001637,CONSUNTIVO,ODP19-04786,Tornitura,A20,RIS2,3.00,4.00
ART0001825,CONSUNTIVO,ODP19-05236,Tornitura,A20,RIS6,3.50,2.00
ART0000847,CONSUNTIVO,ODP19-03616,Montaggio,A40,RIS13,7.00,10.00
ART0000847,CONSUNTIVO,ODP19-03616,Controllo qualità,CQ,RIS16,0.00,10.00
ART0003613,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS6,3.00,0.00
ART0002739,CONSUNTIVO,ODP19-04052,Controllo qualità,CQ,RIS16,0.00,10.00
ART0003613,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS6,2.50,42.00
ART0001100,CONSUNTIVO,ODP19-05227,Fresatura,A30,RIS5,1.00,4.00
ART0002990,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001825,CONSUNTIVO,ODP19-05236,Fresatura,A30,RIS5,2.25,2.00
ART0003612,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS6,2.00,12.00
ART0002793,CONSUNTIVO,ODP19-05304,Controllo qualità,CQ,RIS16,0.00,50.00
ART0003613,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,42.00
ART0005136,CONSUNTIVO,ODP19-05638,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003612,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,12.00
ART0002455,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000308,CONSUNTIVO,ODP19-04860,Tornitura,A20,RIS6,3.50,0.00
ART0001117,CONSUNTIVO,ODP19-05510,Tornitura,A20,RIS2,3.00,1.00
ART0004015,CONSUNTIVO,ODP19-04325,Tornitura,A20,RIS1,2.25,8.00
ART0004015,CONSUNTIVO,ODP19-04325,Tornitura,A20,RIS1,2.00,0.00
ART0004015,CONSUNTIVO,ODP19-04325,Controllo qualità,CQ,RIS16,0.00,8.00
ART0004099,CONSUNTIVO,ODP19-04325,Montaggio,A40,RIS13,5.00,2.00
ART0004099,CONSUNTIVO,ODP19-04325,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-05698,Piegatura,A12,RIS3,1.00,0.00
ART0001885,CONSUNTIVO,ODP19-05768,Tornitura,A20,RIS1,3.00,2.00
ART0001885,CONSUNTIVO,ODP19-05768,Fresatura,A30,RIS1,0.00,2.00
ART0003580,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS6,1.00,8.00
ART0001099,CONSUNTIVO,ODP19-05227,Fresatura,A30,RIS5,2.50,5.00
ART0005030,CONSUNTIVO,ODP19-05233,Tornitura,A20,RIS2,0.50,1.00
ART0001868,CONSUNTIVO,ODP19-05716,Tornitura,A20,RIS1,4.50,0.00
ART0005030,CONSUNTIVO,ODP19-05233,Tornitura,A20,RIS2,3.25,0.00
ART0003580,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,11.00
ART0001117,CONSUNTIVO,ODP19-05510,Fresatura,A30,RIS5,0.25,0.00
ART0001868,CONSUNTIVO,ODP19-05716,Tornitura,A20,RIS1,8.00,0.00
ART0001868,CONSUNTIVO,ODP19-05716,Tornitura,A20,RIS1,3.00,0.00
ART0005030,CONSUNTIVO,ODP19-05233,Saldatura,A11,RIS3,0.50,1.00
ART0001099,CONSUNTIVO,ODP19-05227,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001935,CONSUNTIVO,ODP19-05236,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000119,CONSUNTIVO,ODP19-04430,Fresatura,A30,RIS5,2.50,5.00
ART0001117,CONSUNTIVO,ODP19-05510,Saldatura,A11,RIS3,0.45,1.00
ART0000119,CONSUNTIVO,ODP19-04430,Fresatura,A30,RIS5,0.01,0.00
ART0001825,CONSUNTIVO,ODP19-05236,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001637,CONSUNTIVO,ODP19-04786,Fresatura,A30,RIS5,0.50,4.00
ART0005030,CONSUNTIVO,ODP19-05233,Tornitura,A20,RIS2,2.75,0.00
ART0002755,CONSUNTIVO,ODP19-05683,Tornitura,A20,RIS2,3.00,2.00
ART0002299,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS6,1.75,2.00
ART0001104,CONSUNTIVO,ODP19-05752,Tornitura,A20,RIS6,1.50,2.00
ART0002959,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.75,2.00
ART0002958,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.75,2.00
ART0002958,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002959,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002628,CONSUNTIVO,ODP19-05683,Tornitura,A20,RIS2,1.50,2.00
ART0001104,CONSUNTIVO,ODP19-05752,Fresatura,A30,RIS5,0.50,2.00
ART0000796,CONSUNTIVO,ODP19-05236,Montaggio,A40,RIS14,1.00,2.00
ART0001102,CONSUNTIVO,ODP19-05752,Tornitura,A20,RIS6,2.50,2.00
ART0002755,CONSUNTIVO,ODP19-05683,Fresatura,A30,RIS5,1.75,2.00
ART0000796,CONSUNTIVO,ODP19-05236,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002628,CONSUNTIVO,ODP19-05683,Fresatura,A30,RIS5,1.25,2.00
ART0001575,CONSUNTIVO,ODP19-05755,Tornitura,A20,RIS14,0.50,20.00
ART0001950,CONSUNTIVO,ODP19-05711,Tornitura,A20,RIS2,3.00,1.00
ART0001773,CONSUNTIVO,ODP19-05768,Tornitura,A20,RIS6,3.50,2.00
ART0001950,CONSUNTIVO,ODP19-05711,Saldatura,A11,RIS3,0.17,1.00
ART0001575,CONSUNTIVO,ODP19-05755,Controllo qualità,CQ,RIS16,0.00,20.00
ART0001102,CONSUNTIVO,ODP19-05752,Fresatura,A30,RIS5,0.50,2.00
ART0001950,CONSUNTIVO,ODP19-05711,Tornitura,A20,RIS2,2.25,0.00
ART0001745,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.00,1.00
ART0002026,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS2,1.50,2.00
ART0001950,CONSUNTIVO,ODP19-05711,Fresatura,A30,RIS5,2.00,0.00
ART0000308,CONSUNTIVO,ODP19-04860,Tornitura,A20,RIS14,2.00,25.00
ART0002027,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS2,1.00,4.00
ART0001840,CONSUNTIVO,ODP19-05711,Tornitura,A20,RIS6,4.50,1.00
ART0000125,CONSUNTIVO,ODP19-05230,Tornitura,A20,RIS6,0.50,0.00
ART0001773,CONSUNTIVO,ODP19-05768,Fresatura,A30,RIS5,1.00,0.00
ART0001773,CONSUNTIVO,ODP19-05768,Fresatura,A30,RIS5,0.25,2.00
ART0002027,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS5,1.00,4.00
ART0002026,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS5,0.25,2.00
ART0002026,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002027,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001113,CONSUNTIVO,ODP19-05510,Tornitura,A20,RIS2,3.00,3.00
ART0002581,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,2.50,1.00
ART0001117,CONSUNTIVO,ODP19-05510,Tornitura,A20,RIS2,2.50,0.00
ART0000125,CONSUNTIVO,ODP19-05230,Tornitura,A20,RIS6,5.50,2.00
ART0001113,CONSUNTIVO,ODP19-05510,Fresatura,A30,RIS5,0.75,3.00
ART0001868,CONSUNTIVO,ODP19-05716,Controllo qualità,CQ,RIS16,0.00,50.00
ART0001637,CONSUNTIVO,ODP19-04786,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001113,CONSUNTIVO,ODP19-05510,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002988,CONSUNTIVO,ODP19-04861,Tornitura,A20,RIS2,1.75,2.00
ART0002028,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS14,0.50,4.00
ART0002028,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS14,0.01,4.00
ART0002028,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001117,CONSUNTIVO,ODP19-05510,Fresatura,A30,RIS5,0.25,0.00
ART0001117,CONSUNTIVO,ODP19-05510,Fresatura,A30,RIS5,0.25,1.00
ART0001117,CONSUNTIVO,ODP19-05510,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001950,CONSUNTIVO,ODP19-05711,Fresatura,A30,RIS5,0.50,1.00
ART0002263,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.75,2.00
ART0002228,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.00,2.00
ART0002262,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,2.00,2.00
ART0002299,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS10,3.00,2.00
ART0000690,CONSUNTIVO,ODP19-05710,Tornitura,A20,RIS2,2.25,2.00
ART0002299,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001840,CONSUNTIVO,ODP19-05711,Fresatura,A30,RIS5,1.25,1.00
ART0001773,CONSUNTIVO,ODP19-05768,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000690,CONSUNTIVO,ODP19-05710,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002619,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS10,0.75,2.00
ART0002619,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002628,CONSUNTIVO,ODP19-05683,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002581,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002755,CONSUNTIVO,ODP19-05683,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001745,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002456,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.75,0.00
ART0001940,CONSUNTIVO,ODP19-05844,Tornitura,A20,RIS2,2.67,2.00
ART0002456,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,0.50,1.00
ART0000125,CONSUNTIVO,ODP19-05230,Fresatura,A30,RIS5,1.25,2.00
ART0001534,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS2,0.50,2.00
ART0004357,CONSUNTIVO,ODP19-05710,Tornitura,A20,RIS6,5.50,0.00
ART0004357,CONSUNTIVO,ODP19-05710,Tornitura,A20,RIS6,3.50,51.00
ART0004357,CONSUNTIVO,ODP19-05710,Fresatura,A30,RIS6,0.01,0.00
ART0002988,CONSUNTIVO,ODP19-04861,Fresatura,A30,RIS5,1.75,2.00
ART0004357,CONSUNTIVO,ODP19-05710,Controllo qualità,CQ,RIS16,0.00,51.00
ART0001535,CONSUNTIVO,ODP19-05754,Tornitura,A20,RIS6,2.00,16.00
ART0001104,CONSUNTIVO,ODP19-05752,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001102,CONSUNTIVO,ODP19-05752,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002029,CONSUNTIVO,ODP19-05754,Fresatura,A30,RIS13,0.00,2.00
ART0002029,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001534,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001940,CONSUNTIVO,ODP19-05844,Saldatura,A11,RIS3,0.33,2.00
ART0001840,CONSUNTIVO,ODP19-05711,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002456,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000308,CONSUNTIVO,ODP19-04860,Controllo qualità,CQ,RIS16,0.00,25.00
ART0005030,CONSUNTIVO,ODP19-05233,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001535,CONSUNTIVO,ODP19-05754,Controllo qualità,CQ,RIS16,0.00,16.00
ART0002048,CONSUNTIVO,ODP19-05872,Tornitura,A20,RIS6,2.50,5.00
ART0002228,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002263,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002988,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002048,CONSUNTIVO,ODP19-05872,Fresatura,A30,RIS5,0.75,5.00
ART0002424,CONSUNTIVO,ODP19-05995,Fresatura,A30,RIS5,1.75,9.00
ART0001940,CONSUNTIVO,ODP19-05844,Tornitura,A20,RIS1,4.00,2.00
ART0001940,CONSUNTIVO,ODP19-05844,Fresatura,A30,RIS1,0.00,2.00
ART0002424,CONSUNTIVO,ODP19-05995,Controllo qualità,CQ,RIS16,0.00,8.00
ART0002048,CONSUNTIVO,ODP19-05872,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001898,CONSUNTIVO,ODP19-05955,Tornitura,A20,RIS1,4.00,0.00
ART0005136,CONSUNTIVO,ODP19-06217,Tornitura,A20,RIS14,0.50,1.00
ART0001898,CONSUNTIVO,ODP19-05955,Tornitura,A20,RIS1,0.50,4.00
ART0001913,CONSUNTIVO,ODP19-06056,Tornitura,A20,RIS1,2.00,1.00
ART0001913,CONSUNTIVO,ODP19-06056,Fresatura,A30,RIS1,0.00,1.00
ART0005136,CONSUNTIVO,ODP19-06217,Fresatura,A30,RIS14,0.50,1.00
ART0003189,CONSUNTIVO,ODP19-05845,Fresatura (sbavatura fori),A30,RIS14,0.50,12.00
ART0002262,CONSUNTIVO,ODP19-04861,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-06217,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000641,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,4.50,10.00
ART0000641,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,1.00,0.00
ART0000748,CONSUNTIVO,ODP19-05716,Montaggio,A40,RIS13,1.50,10.00
ART0000748,CONSUNTIVO,ODP19-05716,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001873,CONSUNTIVO,ODP19-05954,Tornitura,A20,RIS1,2.50,0.00
ART0001873,CONSUNTIVO,ODP19-05954,Tornitura,A20,RIS1,2.00,5.00
ART0005026,CONSUNTIVO,ODP19-05870,Tornitura,A20,RIS1,5.00,1.00
ART0005026,CONSUNTIVO,ODP19-05870,Fresatura,A30,RIS1,0.00,1.00
ART0001869,CONSUNTIVO,ODP19-06056,Tornitura,A20,RIS1,4.00,1.00
ART0001869,CONSUNTIVO,ODP19-06056,Fresatura,A30,RIS1,0.00,1.00
ART0000748,CONSUNTIVO,ODP19-05716,Montaggio,A40,RIS13,6.00,40.00
ART0000748,CONSUNTIVO,ODP19-05716,Controllo qualità,CQ,RIS16,0.00,40.00
ART0002740,CONSUNTIVO,ODP19-05909,Tornitura,A20,RIS2,7.00,40.00
ART0000625,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,7.25,5.00
ART0002504,CONSUNTIVO,ODP19-05955,Tornitura,A20,RIS1,2.50,4.00
ART0002504,CONSUNTIVO,ODP19-05955,Fresatura,A30,RIS1,0.00,4.00
ART0000627,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,0.75,0.00
ART0000627,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,3.00,12.00
ART0001830,CONSUNTIVO,ODP19-05844,Tornitura,A20,RIS1,3.00,4.00
ART0001830,CONSUNTIVO,ODP19-05844,Fresatura,A30,RIS1,0.00,4.00
ART0001575,CONSUNTIVO,ODP19-06150,Tornitura,A20,RIS5,1.75,20.00
ART0001575,CONSUNTIVO,ODP19-06150,Controllo qualità,CQ,RIS16,0.00,20.00
ART0003189,CONSUNTIVO,ODP19-05845,Verniciatura (interna 4M),A35,RIS12,0.50,12.00
ART0003189,CONSUNTIVO,ODP19-05845,Controllo qualità,CQ,RIS16,0.00,12.00
ART0000125,CONSUNTIVO,ODP19-05230,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-06314,Tornitura,A20,RIS13,0.75,4.00
ART0005136,CONSUNTIVO,ODP19-06314,Brocciatura / stozzatrice,A33,RIS13,0.25,4.00
ART0005136,CONSUNTIVO,ODP19-06314,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000690,CONSUNTIVO,ODP19-06201,Tornitura,A20,RIS2,1.25,1.00
ART0002172,CONSUNTIVO,ODP19-06240,Tornitura,A20,RIS2,1.50,3.00
ART0000690,CONSUNTIVO,ODP19-06201,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000778,CONSUNTIVO,ODP19-05768,Montaggio,A40,RIS13,0.67,2.00
ART0000778,CONSUNTIVO,ODP19-05768,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000635,CONSUNTIVO,ODP19-06105,Fresatura,A30,RIS10,1.00,10.00
ART0000635,CONSUNTIVO,ODP19-06105,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001249,CONSUNTIVO,ODP19-06056,Tornitura,A20,RIS2,0.75,1.00
ART0002740,CONSUNTIVO,ODP19-05909,Fresatura,A30,RIS5,4.00,0.00
ART0000324,CONSUNTIVO,ODP19-06059,Controllo qualità,CQ,RIS16,0.00,9.00
ART0002740,CONSUNTIVO,ODP19-05909,Fresatura,A30,RIS14,1.00,37.00
ART0002740,CONSUNTIVO,ODP19-05909,Fresatura,A30,RIS5,1.50,37.00
ART0002504,CONSUNTIVO,ODP19-05955,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001868,CONSUNTIVO,ODP19-06178,Tornitura,A20,RIS1,2.00,0.00
ART0001868,CONSUNTIVO,ODP19-06178,Tornitura,A20,RIS6,8.00,0.00
ART0001830,CONSUNTIVO,ODP19-05844,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002172,CONSUNTIVO,ODP19-06240,Fresatura,A30,RIS5,0.75,3.00
ART0005136,CONSUNTIVO,ODP19-06310,Tornitura,A20,RIS1,0.25,1.00
ART0005136,CONSUNTIVO,ODP19-06310,Fresatura,A30,RIS1,0.25,1.00
ART0000625,CONSUNTIVO,ODP19-06105,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000627,CONSUNTIVO,ODP19-06105,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001873,CONSUNTIVO,ODP19-05954,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001868,CONSUNTIVO,ODP19-06178,Tornitura,A20,RIS1,4.00,0.00
ART0001249,CONSUNTIVO,ODP19-06056,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,CONSUNTIVO,ODP19-06310,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001514,CONSUNTIVO,ODP19-05844,Tornitura,A20,RIS6,1.25,4.00
ART0001514,CONSUNTIVO,ODP19-05844,Fresatura,A30,RIS5,1.00,4.00
ART0001514,CONSUNTIVO,ODP19-05844,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001766,CONSUNTIVO,ODP19-06146,Tornitura,A20,RIS6,2.00,0.00
ART0001788,CONSUNTIVO,ODP19-05954,Tornitura,A20,RIS1,3.00,0.00
ART0001788,CONSUNTIVO,ODP19-05954,Tornitura,A20,RIS1,3.00,0.00
ART0000758,CONSUNTIVO,ODP19-05948,Montaggio,A40,RIS13,0.67,3.00
ART0000758,CONSUNTIVO,ODP19-05948,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000811,CONSUNTIVO,ODP19-05844,Montaggio,A40,RIS13,1.50,3.00
ART0000811,CONSUNTIVO,ODP19-05844,Controllo qualità,CQ,RIS16,0.00,3.00
ART0005026,CONSUNTIVO,ODP19-05870,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001788,CONSUNTIVO,ODP19-05954,Tornitura,A20,RIS1,2.00,5.00
